Lat,Lon,Cls,country_code,state,Alt,Alt_zone
40.621365,-72.72872,Cfa,US,New York,0.0,1
31.504663,-77.28509,Cfa,US,North Carolina,0.0,1
37.224648,-69.09974,Cfa,US,Massachusetts,0.0,1
40.217953,-84.49015,Dfa,US,Ohio,299.0,3
42.925774,-74.955826,Dfb,US,New York,486.0,3
33.277496,-78.042076,Cfa,US,North Carolina,0.0,1
41.88869,-67.61054,Cfa,US,Massachusetts,0.0,1
40.27319,-80.00865,Cfa,US,Pennsylvania,352.0,3
37.68008,-83.1523,Cfa,US,Kentucky,332.0,3
38.3247,-78.69036,Cfa,US,Virginia,398.0,3
43.43372,-75.6548,Dfb,US,New York,387.0,3
38.254528,-82.48393,Cfa,US,West Virginia,289.0,3
36.94802,-73.55616,Cfa,US,Maryland,0.0,1
31.908123,-75.86477,Cfa,US,North Carolina,0.0,1
33.75711,-71.38501,Cfa,US,North Carolina,0.0,1
36.12563,-68.88474,Cfa,US,Massachusetts,0.0,1
38.078476,-68.35606,Cfa,US,Massachusetts,0.0,1
36.940586,-80.45033,Cfa,US,Virginia,847.0,4
33.85286,-76.10657,Cfa,US,North Carolina,0.0,1
40.561893,-79.637024,Dfb,US,Pennsylvania,385.0,3
37.03878,-83.29897,Cfa,US,Kentucky,554.0,4
39.19683,-81.97576,Cfa,US,Ohio,219.0,3
45.003567,-70.83601,Dfb,US,Maine,440.0,3
38.46538,-81.62424,Cfa,US,West Virginia,262.0,3
36.18043,-74.677826,Cfa,US,North Carolina,0.0,1
40.885593,-69.37832,Cfa,US,Massachusetts,0.0,1
33.4421,-77.24807,Cfa,US,North Carolina,0.0,1
34.680267,-72.476456,Cfa,US,North Carolina,0.0,1
37.817116,-84.17721,Cfa,US,Kentucky,234.0,3
38.34033,-72.10447,Cfa,US,New Jersey,0.0,1
34.08623,-72.74589,Cfa,US,North Carolina,0.0,1
39.253593,-84.956696,Cfa,US,Indiana,288.0,3
40.28263,-85.03086,Dfa,US,Indiana,299.0,3
41.153465,-70.414894,Cfa,US,Massachusetts,0.0,1
39.85347,-72.513855,Cfa,US,New York,0.0,1
38.69574,-68.007835,Cfa,US,Massachusetts,0.0,1
34.992905,-76.94642,Cfa,US,North Carolina,0.0,1
35.566376,-74.92855,Cfa,US,North Carolina,0.0,1
44.54169,-67.56555,Dfb,US,Maine,2.0,1
35.968224,-73.71759,Cfa,US,North Carolina,0.0,1
32.61156,-70.69684,Cfa,US,North Carolina,0.0,1
44.84105,-68.67339,Dfb,US,Maine,35.0,2
41.427216,-78.4939,Dfb,US,Pennsylvania,570.0,4
33.1656,-75.87168,Cfa,US,North Carolina,0.0,1
34.131714,-79.24762,Cfa,US,South Carolina,9.0,1
33.175182,-71.66198,Cfa,US,North Carolina,0.0,1
32.131382,-72.634865,Cfa,US,North Carolina,0.0,1
45.24897,-68.756584,Dfb,US,Maine,152.0,3
36.109837,-72.86636,Cfa,US,North Carolina,0.0,1
31.924843,-77.859505,Cfa,US,North Carolina,0.0,1
40.649643,-80.177246,Dfb,US,Pennsylvania,327.0,3
38.135536,-79.562126,Cfb,US,Virginia,807.0,4
43.651054,-76.79065,Dfb,US,New York,73.0,2
40.84862,-77.25522,Dfa,US,Pennsylvania,267.0,3
39.2714,-66.24579,Cfa,US,Massachusetts,0.0,1
33.7573,-75.644455,Cfa,US,North Carolina,0.0,1
34.217873,-71.925354,Cfa,US,North Carolina,0.0,1
31.099442,-73.56859,Cfa,US,North Carolina,0.0,1
40.74097,-73.25386,Cfa,US,New York,17.0,1
